ind,Leptocoma_zeylonica,Pycnonotus_luteolus,Pycnonotus_cafer,Dicaeum_erythrorhynchos,Pycnonotus_jocosus,Turdoides_affinis
BRER01,0.038379530916844345,0.05756929637526652,0,0,0,0
BRER06,0,0.09594882729211086,0.15991471215351813,0,0,0
BRER07,0,0.09594882729211086,0.05756929637526652,0.07675906183368869,0.019189765458422173,0.019189765458422173
BRER09,0,0,0,0.019189765458422173,0,0
BRER10,0,0.038379530916844345,0.019189765458422173,0.019189765458422173,0,0.019189765458422173
BRER11,0,0,0.019189765458422173,0.019189765458422173,0,0
BRER12,0,0.019189765458422173,0.019189765458422173,0.038379530916844345,0,0
BRER13,0,0.08528784648187633,0.021321961620469083,0.042643923240938165,0,0
