ind,degree,normalised.degree,species.strength,interaction.push.pull,nestedrank,PDI,species.specificity.index,resource.range,PSI,node.specialisation.index.NSI,betweenness,weighted.betweenness,closeness,weighted.closeness,Fisher.alpha,partner.diversity,effective.partners,proportional.similarity,proportional.generality,d,net_id,net_n,ind_ID,mean.bray.overlap,mean.jaccard.overlap,eigen.centrality,tm.closeness,tm.w.closeness,tm.betweenness,tm.w.betweenness
PEMA16,10,0.47619047619047616,1.8587832761563314,0.08587832761563316,0.0967741935483871,0.9094827586206897,0.4245026403046024,0.55,1.8587832761563314,1.032258064516129,0.020548368690921217,0.09499136442141623,0.03217299578059072,0.06054629942248875,NA,1.7883499406242445,5.979577663431419,0.5837998894161915,0.7897877703047803,0,08_04,21,08_04_PEMA16,0.253697688456734,0.16526233857744366,0.244325229862155,0.03236273907893007,0.06797635543660731,7.20952380952381,76
PEMA17,7,0.3333333333333333,1.4229465214292363,0.060420931632748066,0.3225806451612903,0.9694444444444444,0.656471790748961,0.7,1.4229465214292363,1.032258064516129,0.09119071146245057,0.07081174438687392,0.03217299578059072,0.03596097505403829,NA,1.0753767918706152,2.931097106054351,0.3689562532149609,0.38714183145319564,0,08_04,21,08_04_PEMA17,0.28554106267946533,0.19395325089369542,0.0732026826566504,0.025998610150307203,0.03053762965818005,6.476190476190476,30
PEMA18,8,0.38095238095238093,0.6001857468101296,-0.049976781648733815,0.25806451612903225,0.9433333333333334,0.5035033515280709,0.65,0.6001857468101296,1.032258064516129,0.020548368690921217,0,0.03217299578059072,0.020223113208579595,NA,1.5646797218019453,4.781143394657644,0.44639681051402724,0.6314975394110285,0,08_04,21,08_04_PEMA18,0.34483400787482466,0.23298443631734655,0.0420153383205637,0.03059836166885881,0.023784619148986247,4.666666666666666,0
PEMA19,6,0.2857142857142857,0.7845779144926404,-0.03590368091789326,0.5161290322580645,0.85,0.41132408147347754,0.75,0.7845779144926404,1,0.1046392777818303,0,0.032700421940928266,0.0159352707007148,NA,1.6358180212200668,5.133655719194996,0.5534018244769313,0.6780576709908805,0.02702810351365177,08_04,21,08_04_PEMA19,0.26066411247513777,0.16588163354187102,0.0556883495809327,0.027997492815015842,0.03639366665342429,11.333333333333334,22
PEMA20,7,0.3333333333333333,0.7099828045331931,-0.041431027923829564,0.3548387096774194,0.9318181818181819,0.5633335375745111,0.7,0.7099828045331931,1,0.1046392777818303,0.05181347150259067,0.032700421940928266,0.016702527279779788,NA,1.2872133551567448,3.622677361739076,0.4314483044653705,0.4784863475491046,0.11850393856538227,08_04,21,08_04_PEMA20,0.24596968221659243,0.1586242915458248,0.0670490507993258,0.028523871526101068,0.023906320156554632,28.200000000000003,58
PEMA21,1,0.047619047619047616,0.048855762441951445,-0.9511442375580486,1,1,1,1,0.048855762441951445,1.7741935483870968,0,0,0.020042194092827002,0.00147093190858803,NA,-0,1,0.019254254508097316,0.1320808616860669,0.4798329282100801,08_04,21,08_04_PEMA21,0.07201379233864169,0.05713800376955003,8.84419558651613e-5,0.014755839387361516,0.0036972332138283637,0,0
PEMA22,7,0.3333333333333333,0.3126497752718472,-0.09819288924687898,0.2903225806451613,0.9571428571428571,0.5749324632320795,0.7,0.3126497752718472,1.032258064516129,0.020548368690921217,0,0.03217299578059072,0.03748072400077594,NA,1.2945435593752599,3.6493298915207326,0.5940487745500297,0.48200663664877935,0,08_04,21,08_04_PEMA22,0.28820208375835776,0.1874648760057055,0.169435529500295,0.028279352084864963,0.044804349071150405,0.3,0
PEMA23,12,0.5714285714285714,3.0987990472404556,0.1748999206033713,0.03225806451612903,0.9435064935064934,0.5441172125994508,0.45,3.0987990472404556,1.032258064516129,0.020548368690921217,0.15889464594127806,0.03217299578059072,0.06951479483180152,NA,1.417275998376573,4.125866252627525,0.46084580668998937,0.5449479698485072,0,08_04,21,08_04_PEMA23,0.17463901235655255,0.1145350529294964,0.443531924675035,0.033658555313998216,0.08366035435189148,48.04285714285715,180
PEMA24,8,0.38095238095238093,0.906849369024375,-0.011643828871953135,0.16129032258064516,0.9022727272727273,0.45698393793067515,0.65,0.906849369024375,1.032258064516129,0.020548368690921217,0.04835924006908463,0.03217299578059072,0.048081976233020525,NA,1.620465100357129,5.055441057297508,0.7640293639889125,0.6677270110509759,0,08_04,21,08_04_PEMA24,0.3422239688456621,0.23054832425209693,0.251611183495179,0.029927834875753474,0.046976690656006466,23.3,48
PEMA25,3,0.14285714285714285,0.04263974857737018,-0.31912008380754325,0.7419354838709677,0.9923076923076923,0.8648699324175861,0.9,0.04263974857737018,1.096774193548387,0.011385024724945673,0,0.031118143459915613,0.008193370408878438,NA,0.4850940913022116,1.6243278367756078,0.3933119982742017,0.2145426203419873,0,08_04,21,08_04_PEMA25,0.229593830413101,0.1553849839901812,0.0414139408906974,0.019997817027019152,0.007878865302309022,0,0
