ind,se_obs_h
2,10.75
4,17.666666666666668
8,18.5
9,18.916666666666668
10,23.083333333333332
12,4.083333333333333
13,12.75
17,25.3
25,6.833333333333333
189,15
30,2
31,8.666666666666666
34,2
35,6
45,7
62,1
69,6
465,3
