ind,se_obs_h
Ind01,10
Ind02,10
Ind03,10
Ind04,10
Ind05,10
Ind06,10
Ind07,10
Ind08,10
Ind09,10
Ind10,10
Ind11,10
Ind13,10
Ind14,10
Ind15,10
Ind17,10
Ind18,10
Ind19,10
Ind20,10
Ind22,10
Ind23,10
Ind24,10
Ind25,10
Ind26,10
Ind27,10
Ind28,10
Ind29,10
