ind,se_obs_h
SANA01,2
SANA02,2
SANA03,2
SANA04,2
SANA05,2
SANA06,2
SANA07,2
SANA09,2
SANA10,2
SANA11,2
SANA12,2
SANA13,2
SANA14,2
SANA15,2
